,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp,timestamp
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.34656,-18446744073709552000,0,-319.3,130.0,-629.6,-499.6,4241,0,2089.8,2089.8,2020.10.15_221758
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.03712,390,0,212.9,128.7,21.1,149.8,1496,0,2513.6,2513.6,2020.10.15_221758
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,35.30304,392,0,248.7,129.8,95.9,225.7,778,0,1376.9,1376.9,2020.10.15_221758
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,33.12576,-18446744073709552000,0,-310.8,129.7,-482.4,-352.7,4714,0,3585.8,3585.8,2020.10.15_221758
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,35.76960000000001,387,0,184.7,130.8,17.2,148.0,4167,0,1681.0,1681.0,2020.10.15_221758
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.01376,390,0,340.6,169.3,135.8,305.1,3240,0,3224.4,3224.4,2020.10.15_221758
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.814719999999994,384,0,327.8,155.0,123.8,278.8,1836,0,1328.6,1328.6,2020.10.15_221758
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.448384,389,0,537.9,186.4,318.9,505.3,21137,0,1670.9,1670.9,2020.10.15_221758
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.679359999999996,-18446744073709552000,0,-377.3,128.8,-528.6,-399.8,8163,0,1268.3,1268.3,2020.10.15_221758
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,33.281279999999995,393,0,473.7,130.5,318.4,448.9,8911,0,2772.1,2772.1,2020.10.15_221758
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,54.74304,-18446744073709552000,0,-288.2,134.0,-461.7,-327.7,13101,0,10264.6,10264.6,2020.10.15_221758
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,44.47872,-18446744073709552000,0,-378.6,142.0,-575.2,-433.2,7295,0,2773.2,2773.2,2020.10.15_221758
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,32.6592,-18446744073709552000,0,-374.7,143.3,-544.5,-401.2,4875,0,2981.6,2981.6,2020.10.15_221758
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,53.03232000000001,-18446744073709552000,0,-330.0,134.3,-530.8,-396.5,10248,0,2707.7,2311.6,2020.10.15_221758
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.63584,392,0,304.3,149.0,133.0,282.0,1596,0,1876.4,1876.4,2020.10.15_221758
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,46.18944000000001,389,0,365.3,138.3,182.1,320.4,6057,0,2255.2,2255.2,2020.10.15_221758
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,56.29824,-18446744073709552000,0,-351.6,131.0,-521.6,-390.6,7564,0,1799.9,1799.9,2020.10.15_221758
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,34.2144,387,0,369.8,147.5,189.1,336.6,3954,0,2489.7,2489.7,2020.10.15_221758
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,34.992,-18446744073709552000,0,-329.4,144.1,-511.2,-367.1,9130,0,2705.2,2705.2,2020.10.15_221758
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.70272,389,0,454.0,130.0,307.5,437.5,3155,0,3527.6,3527.6,2020.10.15_221758
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,47.278079999999996,-18446744073709552000,0,-368.9,168.1,-565.4,-397.3,1614,0,2056.6,2056.6,2020.10.15_221758
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,52.50492,-18446744073709552000,0,-344.5,201,-651.8,-450.8,9018,0,2262.5,2262.5,2020.10.15_233913
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,37.74762,-18446744073709552000,0,-283.2,154.5,-572.6,-418.1,11263,0,2403.0,2403.0,2020.10.15_233913
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,53.12628,391,0,467.5,141.5,307.0,448.5,3485,0,1843.5,1843.5,2020.10.15_233913
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,41.00976,-18446744073709552000,0,-404.6,137.6,-684.3,-546.7,1566,0,1973.0,1973.0,2020.10.15_233913
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,32.776740000000004,392,0,216.7,153.1,9.3,162.4,3874,0,2061.6,2061.6,2020.10.15_233913
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.0583,-18446744073709552000,0,-372.2,130.6,-526.2,-395.6,3761,0,2435.9,2435.9,2020.10.15_233913
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,41.63112,-18446744073709552000,0,-306.6,143.9,-482.2,-338.3,10884,0,2114.3,2114.3,2020.10.15_233913
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,33.55344,392,0,384.4,205.1,132.9,338.0,9166,0,2145.3,2145.3,2020.10.15_233913
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,36.19422,-18446744073709552000,0,-330.7,146.9,-538.7,-391.8,13191,0,4799.5,4799.5,2020.10.15_233913
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,34.1748,390,0,493.7,182.7,296.0,478.7,4237,0,2281.3,2281.3,2020.10.15_233913
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,33.087419999999995,390,0,261.8,134.9,19.9,154.8,1540,0,2657.2,2657.2,2020.10.15_233913
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.33014,392,0,237.7,131.6,88.7,220.3,704,0,1419.9,1419.9,2020.10.15_233913
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,58.71851999999999,-18446744073709552000,0,-309.0,137.6,-465.6,-328.0,4463,0,3609.7,3609.7,2020.10.15_233913
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,41.00976,387,0,220.9,137.1,9.9,147.0,4240,0,1936.1,1936.1,2020.10.15_233913
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,37.126259999999995,-18446744073709552000,0,-307.4,136.2,-463.0,-326.8,3472,0,3305.7,3305.7,2020.10.15_233913
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,33.242760000000004,384,0,310.0,136.7,153.4,290.1,1722,0,1145.5,1145.5,2020.10.15_233913
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,41.499,-18446744073709552000,0,-317.9,129.2,-485.6,-356.4,21401,0,1537.3,1537.3,2020.10.15_233913
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.485479999999995,-18446744073709552000,0,-277.2,144.9,-489.0,-344.1,8221,0,945.9,945.9,2020.10.15_233913
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,43.18452,393,0,485.3,137.6,306.0,443.6,8757,0,2514.0,2514.0,2020.10.15_233913
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,56.6991,-18446744073709552000,0,-339.0,131.9,-561.6,-429.7,13308,0,10326.1,10326.1,2020.10.15_233913
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,34.1748,-18446744073709552000,0,-325.9,151.5,-506.1,-354.6,7338,0,2725.6,2725.6,2020.10.15_233913
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.019459999999995,-18446744073709552000,0,-323.2,130.5,-527.1,-396.6,4763,0,3029.9,3029.9,2020.10.15_233913
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,50.01948000000001,-18446744073709552000,0,-301.2,149.3,-502.3,-353.0,11778,0,2732.2,2336.5,2020.10.15_233913
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,37.126259999999995,392,0,355.3,158.6,166.0,324.6,1654,0,1806.0,1806.0,2020.10.15_233913
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,37.126259999999995,389,0,339.9,134.1,186.3,320.4,5785,0,2248.0,2248.0,2020.10.15_233913
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,40.854420000000005,-18446744073709552000,0,-324.6,142.1,-524.6,-382.5,8257,0,1546.9,1546.9,2020.10.15_233913
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,38.0583,387,0,370.7,130.8,216.8,347.6,3782,0,2191.1,2191.1,2020.10.15_233913
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,42.7185,-18446744073709552000,0,-286.5,149.1,-470.9,-321.8,8390,0,2789.7,2789.7,2020.10.15_233913
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,38.67966,389,0,393.9,128.7,249.9,378.6,3498,0,3780.3,3780.3,2020.10.15_233913
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.835,-18446744073709552000,0,-332.6,146.1,-531.9,-385.8,1504,0,1837.9,1837.9,2020.10.15_233913
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,38.36898,-18446744073709552000,0,-287.5,135.6,-456,-320.4,7346,0,1891,1891,2020.10.16_010020
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,40.23306,-18446744073709552000,0,-296.9,139.5,-478.4,-338.9,11402,0,2299.7,2299.7,2020.10.16_010020
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,35.53164,391,0,523.0,245.7,202.3,448.0,4864,0,2902,2902,2020.10.16_010020
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,40.854420000000005,-18446744073709552000,0,-355.7,129.4,-572.1,-442.7,1564,0,1864.5,1864.5,2020.10.16_010020
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,33.242760000000004,392,0,271.2,193.5,28.3,221.8,3326,0,2314.6,2314.6,2020.10.16_010020
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,34.1748,-18446744073709552000,0,-274.0,132.6,-434.9,-302.3,3801,0,2261.2,2261.2,2020.10.16_010020
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,40.54374,-18446744073709552000,0,-314.4,147.1,-487.6,-340.5,12334,0,2666.3,2666.3,2020.10.16_010020
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,38.67966,392,0,417.4,152.3,230.5,382.8,8992,0,2078.4,2078.4,2020.10.16_010020
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,45.30672,-18446744073709552000,0,-295.3,139.7,-611.4,-471.7,13903,0,4816.3,4816.3,2020.10.16_010020
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,39.14568,390,0,503.5,141.7,339.2,480.9,4279,0,2182.4,2182.4,2020.10.16_010020
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.1748,390,0,217.8,130.3,66.4,196.7,1501,0,2519.8,2519.8,2020.10.16_010020
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.4626,392,0,407.9,142.6,75.6,218.2,705,0,1512,1512,2020.10.16_010020
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,39.45636,-18446744073709552000,0,-367.7,129.1,-610,-480.9,4608,0,3568.3,3568.3,2020.10.16_010020
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,36.66024,387,0,230.4,145.0,18.9,163.9,4277,0,1565.5,1565.5,2020.10.16_010020
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,35.41752,390,0,323.8,128.6,173.9,302.5,3228,0,2891.4,2891.4,2020.10.16_010020
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,34.9515,384,0,289.3,130.2,135.5,265.7,1705,0,1178.7,1178.7,2020.10.16_010020
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,45.58845600000001,-18446744073709552000,0,-434.8,129.2,-596,-466.8,21237,0,1608.4,1608.4,2020.10.16_010020
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,40.496759999999995,-18446744073709552000,0,-384.4,129.5,-652.8,-523.3,8287,0,1211.3,1211.3,2020.10.16_010020
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,52.50492,393,0,462.2,130.4,316.4,446.8,9575,0,2519.2,2519.2,2020.10.16_010020
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,41.32044000000001,-18446744073709552000,0,-309.5,129.8,-474.9,-345.1,13179,0,10381.5,10381.5,2020.10.16_010020
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,47.3787,-18446744073709552000,0,-416.2,129.7,-590.7,-461.0,7109,0,2664.1,2664.1,2020.10.16_010020
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,34.911,-18446744073709552000,0,-377.0,150.7,-636.2,-485.5,4773,0,3058.6,3058.6,2020.10.16_010020
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,38.835,-18446744073709552000,0,-246.4,144.4,-500.3,-355.9,13249,0,2818.3,2488.2,2020.10.16_010020
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,31.689360000000004,392,0,347.9,137.2,171.4,308.6,1536,0,1788.4,1788.4,2020.10.16_010020
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,38.835,389,0,441.6,162.3,163.4,325.7,5679,0,2244.9,2244.9,2020.10.16_010020
25,nexus5x,http-192-168-100-103-9191-local_websites-www-hao123-com,chrome,50.4855,-18446744073709552000,0,-411.3,138.1,-597.3,-459.2,10901,0,1880.7,1880.7,2020.10.16_010020
26,nexus5x,http-192-168-100-103-9191-local_websites-www-bitly-com,chrome,35.88354,387,0,479.5,151.7,194,345.7,4043,0,2425.5,2425.5,2020.10.16_010020
27,nexus5x,http-192-168-100-103-9191-local_websites-www-fandom-com,chrome,40.96224,-18446744073709552000,0,-304.9,152.1,-520.2,-368.1,9025,0,2765.6,2765.6,2020.10.16_010020
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,34.135200000000005,389,0,467.1,151.4,291.8,443.2,3417,0,3892.5,3892.5,2020.10.16_010020
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.47968,-18446744073709552000,0,-272.9,129.8,-437.7,-307.9,1527,0,1844.6,1844.6,2020.10.16_010020
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,55.986768000000005,-18446744073709552000,0,-302.2,133.6,-468.5,-334.9,9718,0,1738.1,1738.1,2020.10.16_012318
1,nexus5x,http-192-168-100-103-9191-local_websites-www-github-com,chrome,39.082176000000004,-18446744073709552000,0,-295.0,140.7,-460.6,-319.9,11292,0,2349.3,2349.3,2020.10.16_012318
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,38.927088,391,0,485.1,175.6,264.3,439.9,3561,0,1912.4,1912.4,2020.10.16_012318
3,nexus5x,http-192-168-100-103-9191-local_websites-www-wp-me,chrome,39.54744,-18446744073709552000,0,-465.6,131.6,-640.0,-508.4,1536,0,1992.9,1992.9,2020.10.16_012318
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.049888,392,0,281.1,129.2,37.0,166.2,3192,0,1959.2,1959.2,2020.10.16_012318
5,nexus5x,http-192-168-100-103-9191-local_websites-www-bankofamerica-com,chrome,38.306736,-18446744073709552000,0,-430.1,152.3,-629.0,-476.7,3646,0,2311.5,2311.5,2020.10.16_012318
6,nexus5x,http-192-168-100-103-9191-local_websites-www-aliyun-com,chrome,34.739712,-18446744073709552000,0,-483.8,155.4,-674.8,-519.4,12028,0,3276.0,3276.0,2020.10.16_012318
7,nexus5x,http-192-168-100-103-9191-local_websites-www-foursquare-com,chrome,33.964271999999994,392,0,396.0,128.6,210.8,339.4,9398,0,2404.0,2404.0,2020.10.16_012318
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,46.99166399999999,-18446744073709552000,0,-350.0,129.5,-515.6,-386.1,14294,0,4789.3,4789.3,2020.10.16_012318
9,nexus5x,http-192-168-100-103-9191-local_websites-www-elsevier-com,chrome,43.114464,390,0,514.3,139.7,342.7,482.4,4144,0,2284.0,2284.0,2020.10.16_012318
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,36.445679999999996,390,0,200.0,129.0,52.2,181.2,1339,0,2252.8,2252.8,2020.10.16_012318
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.739712,392,0,317.6,129.1,91.6,220.7,785,0,1778.3,1778.3,2020.10.16_012318
12,nexus5x,http-192-168-100-103-9191-local_websites-www-archive-org,chrome,37.686384,-18446744073709552000,0,-352.4,130.6,-506.7,-376.1,5989,0,3665.0,3665.0,2020.10.16_012318
13,nexus5x,http-192-168-100-103-9191-local_websites-www-zillow-com,chrome,33.188832000000005,387,0,173.9,129.3,20.0,149.3,4217,0,1698.6,1698.6,2020.10.16_012318
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,36.290592,390,0,529.7,141.0,301.1,442.1,3323,0,3254.7,3254.7,2020.10.16_012318
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,30.862512,384,0,306.7,146.5,125.0,271.5,1720,0,1217.5,1217.5,2020.10.16_012318
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,41.019768000000006,389,0,534.3,139.0,367.2,506.2,21175,0,1746.6,1746.6,2020.10.16_012318
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,38.306736,-18446744073709552000,0,-339.0,153.7,-513.8,-360.1,8073,0,1188.7,1188.7,2020.10.16_012318
18,nexus5x,http-192-168-100-103-9191-local_websites-www-gotowebinar-com,chrome,40.32288,393,0,471.9,130.3,320.4,450.7,9358,0,2868.8,2868.8,2020.10.16_012318
19,nexus5x,http-192-168-100-103-9191-local_websites-www-dailymail-co-uk,chrome,56.296944,-18446744073709552000,0,-343.5,127.7,-503.2,-375.5,13203,0,10199.1,10199.1,2020.10.16_012318
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,45.906048,-18446744073709552000,0,-353.2,130.7,-568.7,-438.0,7057,0,2792.8,2792.8,2020.10.16_012318
21,nexus5x,http-192-168-100-103-9191-local_websites-www-g-page,chrome,36.135504,-18446744073709552000,0,-353.1,132.3,-521.8,-389.5,4830,0,2972.3,2972.3,2020.10.16_012318
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.023952,-18446744073709552000,0,-298.9,136.9,-449.3,-312.4,13339,0,2523.7,1665.3,2020.10.16_012318
23,nexus5x,http-192-168-100-103-9191-local_websites-www-automattic-com,chrome,32.878656,392,0,316.6,128.4,154.7,283.1,1635,0,1892.6,1892.6,2020.10.16_012318
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,42.339024,389,0,409.1,130.1,256.6,386.7,5614,0,2086.6,2086.6,2020.10.16_012318
