,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp,timestamp
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,41.573232,342,0,75,4.1,44.1,48.2,967,0,1394.5,1394.5,2020.10.15_084950
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,38.089656,342,0,227.1,17.9,177.4,195.3,1124,0,1715.9,1715.9,2020.10.17_174337
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,48.31164,342,0,58.5,6,33.1,39.1,1063,0,1418.3,1418.3,2020.10.17_190421
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,40.218444,342,0,79.1,26.5,23.1,49.6,1274,0,1508.8,1508.8,2020.10.17_202505
29,nexus5x,http-192-168-100-103-9191-local_websites-www-wordpress-com,chrome,62.79606,342,0,113.5,12.9,41.5,54.4,1377,0,1684.3,1684.3,2020.10.17_214543
1,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,64.089072,341,0,76.5,4.5,42.5,47,1842,0,1282,1282,2020.10.11_192407
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,35.833644,341,0,82.2,15.2,30.8,46,1771,0,1216.6,1216.6,2020.10.15_020636
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,61.710696,341,0,105.6,13,18,31,1710,0,1110,1110,2020.10.15_032742
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,44.052912,341,0,96.1,8.3,37.2,45.5,1782,0,1020.4,1020.4,2020.10.15_044814
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,50.365152,341,0,46.9,4.5,18.9,23.4,1778,0,1241.7,1241.7,2020.10.15_060851
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,51.716232,341,0,45.5,4.5,22.3,26.8,1896,0,1090.8,1090.8,2020.10.15_072920
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,49.329432,341,0,65.1,4.4,41.4,45.8,1815,0,1075.3,1075.3,2020.10.15_084950
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,44.713944,341,0,42.7,3.9,22.2,26.1,1612,0,946.7,946.7,2020.10.17_174337
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,61.714224,341,0,54.2,6,33.4,39.4,1614,0,1186.8,1186.8,2020.10.17_190421
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,53.676756,341,0,133.4,15.4,17.2,32.6,1690,0,1288,1288,2020.10.17_202505
2,nexus5x,http-192-168-100-103-9191-local_websites-www-w3schools-com,chrome,38.452896,341,0,74.9,34.4,16.4,50.8,1703,0,1087.5,1087.5,2020.10.17_214543
13,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,45.85716,334,0,30.6,7.7,7,14.7,1405,0,902.4,902.4,2020.10.11_192407
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,31.955544,334,0,43.4,18.7,5.6,24.3,1242,0,1045,1045,2020.10.15_020636
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,40.003416,334,0,61.2,13.5,16.4,29.9,1341,0,1024.4,1024.4,2020.10.15_032742
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,36.114048,334,0,71,6.7,10,16.7,1088,0,1136.8,1136.8,2020.10.15_044814
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,36.685728,334,0,65.4,5.9,13.4,19.3,967,0,1003.9,1003.9,2020.10.15_060851
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,53.57988,334,0,51.3,3.2,22.2,25.4,1358,0,1020.8,1020.8,2020.10.15_072920
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,44.520588,334,0,30.6,3.1,10.7,13.8,1383,0,1145.8,1145.8,2020.10.15_084950
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,106.590816,334,0,104.9,12.6,44.5,57.1,1240,0,2373.3,2373.3,2020.10.17_174337
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,41.610348,334,0,95.8,6.7,11.9,18.6,1226,0,1028.3,1028.3,2020.10.17_190421
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,31.611384,334,0,51.6,27.8,7.6,35.4,1132,0,981.1,981.1,2020.10.17_202505
15,nexus5x,http-192-168-100-103-9191-local_websites-www-w3-org,chrome,32.095764,334,0,45.9,4,18.2,22.2,1529,0,786,786,2020.10.17_214543
7,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,52.230528,341,0,98.9,15.3,64.2,79.5,974,0,1505.6,1505.6,2020.10.11_192407
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,40.44978,188,0,525.1,19.6,66.3,85.9,915,0,1437.8,1058.1,2020.10.15_020636
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.949404,341,0,120.5,10.3,88.4,98.7,832,0,1186.9,824.1,2020.10.15_032742
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,35.180064,341,0,107.8,44.5,33.3,77.8,715,0,1393,1029.4,2020.10.15_044814
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,44.147232,341,0,111.2,16.3,71.9,88.2,712,0,1340.3,927.2,2020.10.15_060851
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.7086,341,0,119.9,29.9,68.7,98.6,1204,0,1396.5,1033.2,2020.10.15_072920
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,41.418108,341,0,142.1,8.9,90.4,99.3,753,0,1361.3,1361.3,2020.10.15_084950
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,42.756768,341,0,79.1,21.5,36.3,57.8,1191,0,1170.8,1170.8,2020.10.17_174337
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,36.155808,341,0,162.5,23,60.6,83.6,663,0,1368.7,1368.7,2020.10.17_190421
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,46.321632,341,0,102.1,5.9,76.2,82.1,947,0,1081.3,1081.3,2020.10.17_202505
8,nexus5x,http-192-168-100-103-9191-local_websites-www-theverge-com,chrome,44.344872,341,0,103.2,13.7,64.5,78.2,747,0,1378.2,1015.1,2020.10.17_214543
10,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,44.30268,342,0,71.5,5.6,10.8,16.4,206,0,967.6,967.6,2020.10.11_192407
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,37.9701,187,0,177.4,5.3,8.7,14,290,0,924.1,924.1,2020.10.15_020636
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,34.576596,342,0,60.3,4.5,9.3,13.8,275,0,1248.2,1248.2,2020.10.15_032742
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,43.58592,342,0,98.4,3.6,20.4,24,222,0,1158.5,1158.5,2020.10.15_044814
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,37.773864,342,0,53.1,12.2,10,22.2,259,0,935.3,935.3,2020.10.15_060851
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,44.572248,342,0,27.5,5.7,8.4,14.1,233,0,1325.4,1325.4,2020.10.15_072920
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,32.57604,342,0,63.5,25.4,7.2,32.6,200,0,1188.7,1188.7,2020.10.15_084950
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,36.734688,342,0,91.8,35.9,7,42.9,153,0,850.9,850.9,2020.10.17_174337
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,42.07788,342,0,62.9,2.8,8.4,11.2,167,0,1278,1278,2020.10.17_190421
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,37.401588,342,0,43.2,15.4,9.6,25,178,0,1079.7,1079.7,2020.10.17_202505
11,nexus5x,http-192-168-100-103-9191-local_websites-www-techcrunch-com,chrome,30.545244,342,0,54.5,23.2,5.2,28.4,165,0,1120.2,1120.2,2020.10.17_214543
9,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,50.866812,340,0,70.6,6,9.9,15.9,1091,0,1699.2,1699.2,2020.10.11_192407
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.9029,340,0,45.8,16,7.3,23.3,959,0,1466.6,1466.6,2020.10.15_020636
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,33.491232,340,0,49.5,16.7,3.5,20.2,753,0,1349.7,1349.7,2020.10.15_032742
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,31.444128,340,0,135.6,71.1,30.5,101.6,664,0,1234.2,1234.2,2020.10.15_044814
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.488632,340,0,24.1,4.4,3.6,8,1126,0,1788.5,1788.5,2020.10.15_060851
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.61384,340,0,30,4.5,13.4,17.9,1165,0,1647,1647,2020.10.15_072920
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,32.731164,340,0,142.9,2.7,3.9,6.6,656,0,1265.1,1265.1,2020.10.15_084950
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.476408,340,0,59.8,21,16.1,37.1,1144,0,1924.6,1924.6,2020.10.17_174337
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,48.155796,340,0,89.5,4.6,3.8,8.4,1070,0,1813.6,1813.6,2020.10.17_190421
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,34.271748,340,0,47.3,19.4,4.5,23.9,710,0,1286.3,1286.3,2020.10.17_202505
10,nexus5x,http-192-168-100-103-9191-local_websites-www-scoverage-org,chrome,38.142792,340,0,109.5,6.2,10.3,16.5,1077,0,1741.1,1741.1,2020.10.17_214543
20,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,48.533472,335,0,88.7,4.4,70,74.4,8134,0,1846.9,1434.4,2020.10.11_192407
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,39.711744,335,0,100.4,6.7,73,79.7,8674,0,2466.5,1508.5,2020.10.15_020636
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.16716,335,0,86.7,4.1,63.3,67.4,7651,0,1933.4,1536.9,2020.10.15_032742
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,39.538656,335,0,118.1,34.5,39.1,73.6,8596,0,2089,1725.4,2020.10.15_044814
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,51.76332,188,0,433.3,34,20.2,54.2,8927,0,2205.6,1825.6,2020.10.15_060851
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,45.81468,335,0,108.1,6,77.3,83.3,8106,0,2055.2,1692,2020.10.15_072920
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,50.260176,335,0,95.1,10.5,66,76.5,8836,0,2294.9,1915.1,2020.10.15_084950
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,46.821672,335,0,72.6,27.6,31.6,59.2,6949,0,1779.9,1399.7,2020.10.17_174337
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,36.155808,335,0,72.1,42,11.2,53.2,7450,0,2083,1555,2020.10.17_190421
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,38.653524,335,0,129.1,10.3,45.3,55.6,8008,0,2115.7,1719.6,2020.10.17_202505
22,nexus5x,http-192-168-100-103-9191-local_websites-www-ria-ru,chrome,49.461588,335,0,82.7,4.7,56.7,61.4,8281,0,2324.3,1597.8,2020.10.17_214543
22,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,50.365152,339,0,81.7,50.1,15.6,65.7,2692,0,1274.4,1274.4,2020.10.11_192407
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,49.794804,339,0,60.8,17.4,13.9,31.3,3451,0,1271.7,1271.7,2020.10.15_020636
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,41.86404,339,0,63,7.5,16,23.5,2894,0,1222.2,1222.2,2020.10.15_032742
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,40.13982,187,0,190.3,9.5,15.9,25.4,2904,0,1319.1,1319.1,2020.10.15_044814
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,48.810672,339,0,54.2,9.5,30,39.5,3303,0,1178.7,1178.7,2020.10.15_060851
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,45.348768,339,0,74,18,38.3,56.3,3204,0,1354.5,1354.5,2020.10.15_072920
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,50.4153,339,0,65.8,30.6,5.2,35.8,2981,0,1533.2,1533.2,2020.10.15_084950
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,48.327192,339,0,55.7,31.2,6.9,38.1,2804,0,1324.4,1324.4,2020.10.17_174337
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,38.805156,339,0,67,35.5,6,41.5,2980,0,1388.7,1388.7,2020.10.17_190421
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,60.562404,339,0,81.5,55.8,9.1,64.9,2923,0,1582.8,1582.8,2020.10.17_202505
24,nexus5x,http-192-168-100-103-9191-local_websites-www-reverso-net,chrome,39.383208,339,0,50,8.6,7.6,16.2,2922,0,1503.6,1503.6,2020.10.17_214543
14,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,55.18404,339,0,83.4,4.7,32.6,37.3,4785,0,1250.9,1250.9,2020.10.11_192407
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,45.141084,339,0,69.6,35.2,7.8,43,4789,0,1257.6,1257.6,2020.10.15_020636
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,57.059136,339,0,53.4,20.3,13.7,34,4731,0,1027.7,1027.7,2020.10.15_032742
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,43.430256,339,0,72.4,3.6,44,47.6,4904,0,1059.2,1059.2,2020.10.15_044814
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,36.841176,339,0,79.6,3.8,58.3,62.1,4918,0,1028,1028,2020.10.15_060851
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,50.163192,339,0,80.1,4.3,38.8,43.1,4841,0,1083.7,1083.7,2020.10.15_072920
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,40.642488,339,0,87.6,29.7,29.4,59.1,4771,0,1274.5,1274.5,2020.10.15_084950
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,42.004008,339,0,54.3,3.4,35.1,38.5,4740,0,1192.1,1192.1,2020.10.17_174337
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,35.220744,339,0,52.2,21.2,10.2,31.4,4594,0,1139.9,1139.9,2020.10.17_190421
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,42.096348,339,0,77.6,19.2,34.8,54,4698,0,1054.7,1054.7,2020.10.17_202505
16,nexus5x,http-192-168-100-103-9191-local_websites-www-patreon-com,chrome,40.778676,339,0,52.3,15.4,14.6,30,4638,0,1169.7,1169.7,2020.10.17_214543
3,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,49.466808,342,0,40.5,4.2,3.9,8.1,2730,0,1787.4,1787.4,2020.10.11_192407
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,45.141084,342,0,28.9,6.6,4.6,11.2,2385,0,1411.2,1411.2,2020.10.15_020636
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,31.630608,342,0,70.3,5.9,4.2,10.1,2496,0,1420.4,1420.4,2020.10.15_032742
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,64.756224,342,0,39.5,3.5,4.5,8,2698,0,1310.2,1310.2,2020.10.15_044814
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.664904,342,0,44,5.3,4.8,10.1,2149,0,1486,1486,2020.10.15_060851
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.477488,342,0,44.7,11,8.4,19.4,2475,0,1501.2,1501.2,2020.10.15_072920
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,30.404304,342,0,78.5,20.9,36.4,57.3,2323,0,1507,1507,2020.10.15_084950
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,34.62696,342,0,73.7,3.5,3.8,7.3,2547,0,1784.4,1784.4,2020.10.17_174337
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,32.571396,342,0,23.9,5.8,1.9,7.7,2594,0,1574.2,1574.2,2020.10.17_190421
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,43.661268,342,0,34.1,6.2,3.2,9.4,1932,0,1563.9,1563.9,2020.10.17_202505
4,nexus5x,http-192-168-100-103-9191-local_websites-www-oliveogrill-com,chrome,35.506908,342,0,52.6,4.8,34,38.8,1848,0,1389.5,1389.5,2020.10.17_214543
15,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,50.054256,339,0,126.6,13.9,76.5,90.4,2203,0,1950.6,1950.6,2020.10.11_192407
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.747776,339,0,108.6,8.6,59.3,67.9,2414,0,1498.7,1498.7,2020.10.15_020636
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,42.6393,339,0,92,4.1,55.4,59.5,2612,0,1213.6,1213.6,2020.10.15_032742
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,41.095296,339,0,119.7,6.6,69.5,76.1,2642,0,1579,1579,2020.10.15_044814
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,35.286696,339,0,103.9,4.8,57.7,62.5,2311,0,1412.5,1412.5,2020.10.15_060851
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,34.477488,339,0,136.3,4.2,65.5,69.7,2391,0,1230,1230,2020.10.15_072920
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,45.141084,339,0,148.9,4.3,129,133.3,2395,0,1423.9,1423.9,2020.10.15_084950
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,33.271992,339,0,84.4,38.4,29.1,67.5,2386,0,1092.1,1092.1,2020.10.17_174337
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,103.012884,339,0,187.2,37.4,58,95.4,1305,0,1507.4,1507.4,2020.10.17_190421
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,38.027556,339,0,101.3,4.6,55.6,60.2,2420,0,1207.3,1207.3,2020.10.17_202505
17,nexus5x,http-192-168-100-103-9191-local_websites-www-meetup-com,chrome,35.66196,339,0,88.6,38.6,21.8,60.4,2476,0,1227.4,1227.4,2020.10.17_214543
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,49.74336,341,0,153.4,3.9,135.2,139.1,5018,0,1472.3,1472.3,2020.10.11_192407
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,53.275968,188,0,142.1,5.3,59.8,65.1,4920,0,1065.1,1065.1,2020.10.15_020636
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,59.780592,188,0,252.9,5.2,66.6,71.8,5603,0,1415.5,1415.5,2020.10.15_032742
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,54.05184,188,0,337.2,15.6,96.5,112.1,5947,0,1321.1,1321.1,2020.10.15_044814
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,51.70176,188,0,278.8,5.5,97,102.5,5033,0,1416.5,1416.5,2020.10.15_060851
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,51.545088,188,0,285.7,5.4,156.2,161.6,4890,0,1167.2,1167.2,2020.10.15_072920
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,39.098772,188,0,336.8,25.6,47.3,72.9,4879,0,1521,1521,2020.10.15_084950
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,49.531608,341,0,128.2,5.2,47.4,52.6,4286,0,1107.1,1107.1,2020.10.17_174337
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,56.88306,341,0,59.4,5.4,42.4,47.8,4646,0,1381.3,1381.3,2020.10.17_190421
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,40.844412,341,0,64.4,9.4,38.4,47.8,5589,0,1283.5,1283.5,2020.10.17_202505
0,nexus5x,http-192-168-100-103-9191-local_websites-www-idntimes-com,chrome,37.98774,341,0,89.2,53.1,10.9,64,4965,0,1331.4,1331.4,2020.10.17_214543
18,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,56.893968,342,0,89,9.2,68.7,77.9,3081,0,1301.7,1301.7,2020.10.11_192407
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,39.401496,342,0,90.5,4.1,42.8,46.9,3388,0,1668.2,1668.2,2020.10.15_020636
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,38.142792,342,0,88.3,18.6,51,69.6,3197,0,1427.2,1427.2,2020.10.15_032742
20,nexus5x,http-192-168-100-103-9191-local_websites-www-herokuapp-com,chrome,34.557408,342,0,107.2,13.1,62.1,75.2,3433,0,1479.6,1479.6,2020.10.15_044814
